time,x,y,z,phi_p,theta_p,psi_p,phi_c,theta_c,psi_c,u,v,w,p_p,q_p,r_p,p_c,q_c,r_c
125.700000,1195.389257,0.000000,-558.184228,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
125.800000,1196.344429,0.000000,-557.830479,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
125.900000,1197.299601,0.000000,-557.476730,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.000000,1198.254773,0.000000,-557.122981,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.100000,1199.209945,0.000000,-556.769233,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.200000,1200.165117,0.000000,-556.415484,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.300000,1201.120289,0.000000,-556.061735,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.400000,1202.075461,0.000000,-555.707986,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.500000,1203.030633,0.000000,-555.354237,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.600000,1203.985805,0.000000,-555.000488,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.700000,1204.940977,0.000000,-554.646739,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.800000,1205.896148,0.000000,-554.292990,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
126.900000,1206.851320,0.000000,-553.939241,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.000000,1207.806492,0.000000,-553.585492,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.100000,1208.761664,0.000000,-553.231743,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.200000,1209.716836,0.000000,-552.877994,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.300000,1210.672008,0.000000,-552.524245,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.400000,1211.627180,0.000000,-552.170497,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.500000,1212.582352,0.000000,-551.816748,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.600000,1213.537524,0.000000,-551.462999,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.700000,1214.492696,0.000000,-551.109250,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.800000,1215.447868,0.000000,-550.755501,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
127.900000,1216.403040,0.000000,-550.401752,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.000000,1217.358212,0.000000,-550.048003,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.100000,1218.313384,0.000000,-549.694254,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.200000,1219.268556,0.000000,-549.340505,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.300000,1220.223728,0.000000,-548.986756,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.400000,1221.178900,0.000000,-548.633007,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.500000,1222.134071,0.000000,-548.279258,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.600000,1223.089243,0.000000,-547.925509,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.700000,1224.044415,0.000000,-547.571761,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.800000,1224.999587,0.000000,-547.218012,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
128.900000,1225.954759,0.000000,-546.864263,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
129.000000,1226.909931,0.000000,-546.510514,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
129.100000,1227.865103,0.000000,-546.156765,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
129.200000,1228.820275,0.000000,-545.803016,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
129.300000,1229.775447,0.000000,-545.449267,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
129.400000,1230.730619,0.000000,-545.095518,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129.500000,1231.685791,0.000000,-544.741769,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129.600000,1232.640963,0.000000,-544.388020,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129.700000,1233.596135,0.000000,-544.034271,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129.800000,1234.551307,0.000000,-543.680522,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129.900000,1235.506479,0.000000,-543.326773,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.000000,1236.461651,0.000000,-542.973025,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.100000,1237.416823,0.000000,-542.619276,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.200000,1238.371994,0.000000,-542.265527,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.300000,1239.327166,0.000000,-541.911778,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.400000,1240.282338,0.000000,-541.558029,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.500000,1241.237510,0.000000,-541.204280,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.600000,1242.192682,0.000000,-540.850531,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.700000,1243.147854,0.000000,-540.496782,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.800000,1244.103026,0.000000,-540.143033,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130.900000,1245.058198,0.000000,-539.789284,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.000000,1246.013370,0.000000,-539.435535,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.100000,1246.968542,0.000000,-539.081786,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.200000,1247.923714,0.000000,-538.728037,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.300000,1248.878886,0.000000,-538.374288,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.400000,1249.834058,0.000000,-538.020540,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.500000,1250.789230,0.000000,-537.666791,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.600000,1251.744402,0.000000,-537.313042,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.700000,1252.699574,0.000000,-536.959293,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.800000,1253.654746,0.000000,-536.605544,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131.900000,1254.609917,0.000000,-536.251795,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.000000,1255.565089,0.000000,-535.898046,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.100000,1256.520261,0.000000,-535.544297,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.200000,1257.475433,0.000000,-535.190548,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.300000,1258.430605,0.000000,-534.836799,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.400000,1259.385777,0.000000,-534.483050,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.500000,1260.340949,0.000000,-534.129301,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.600000,1261.296121,0.000000,-533.775552,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.700000,1262.251293,0.000000,-533.421804,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.800000,1263.206465,0.000000,-533.068055,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132.900000,1264.161637,0.000000,-532.714306,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133.000000,1265.116809,0.000000,-532.360557,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133.100000,1266.071981,0.000000,-532.006808,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133.200000,1267.027153,0.000000,-531.653059,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133.300000,1267.982325,0.000000,-531.299310,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
133.400000,1268.937497,0.000000,-530.945561,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
133.500000,1269.892669,0.000000,-530.591812,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
133.600000,1270.847840,0.000000,-530.238063,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
133.700000,1271.803012,0.000000,-529.884314,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
133.800000,1272.758184,0.000000,-529.530565,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
133.900000,1273.713356,0.000000,-529.176816,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.000000,1274.668528,0.000000,-528.823068,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.100000,1275.623700,0.000000,-528.469319,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.200000,1276.578872,0.000000,-528.115570,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.300000,1277.534044,0.000000,-527.761821,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.400000,1278.489216,0.000000,-527.408072,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.500000,1279.444388,0.000000,-527.054323,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.600000,1280.399560,0.000000,-526.700574,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.700000,1281.354732,0.000000,-526.346825,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.800000,1282.309904,0.000000,-525.993076,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
134.900000,1283.265076,0.000000,-525.639327,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.000000,1284.220248,0.000000,-525.285578,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.100000,1285.175420,0.000000,-524.931829,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.200000,1286.130592,0.000000,-524.578080,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.300000,1287.085763,0.000000,-524.224332,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.400000,1288.040935,0.000000,-523.870583,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.500000,1288.996107,0.000000,-523.516834,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.600000,1289.951279,0.000000,-523.163085,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.700000,1290.906451,0.000000,-522.809336,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.800000,1291.861623,0.000000,-522.455587,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
135.900000,1292.816795,0.000000,-522.101838,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.000000,1293.771967,0.000000,-521.748089,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.100000,1294.727139,0.000000,-521.394340,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.200000,1295.682311,0.000000,-521.040591,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.300000,1296.637483,0.000000,-520.686842,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.400000,1297.592655,0.000000,-520.333093,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.500000,1298.547827,0.000000,-519.979344,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.600000,1299.502999,0.000000,-519.625595,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.700000,1300.458171,0.000000,-519.271847,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.800000,1301.413343,0.000000,-518.918098,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
136.900000,1302.368514,0.000000,-518.564349,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
137.000000,1303.323686,0.000000,-518.210600,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
137.100000,1304.278858,0.000000,-517.856851,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
137.200000,1305.234030,0.000000,-517.503102,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
137.300000,1306.189202,0.000000,-517.149353,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
137.400000,1307.144374,0.000000,-516.795604,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
137.500000,1308.099546,0.000000,-516.441855,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
137.600000,1309.054718,0.000000,-516.088106,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
137.700000,1310.009890,0.000000,-515.734357,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
137.800000,1310.965062,0.000000,-515.380608,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
137.900000,1311.920234,0.000000,-515.026859,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.000000,1312.875406,0.000000,-514.673111,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.100000,1313.830578,0.000000,-514.319362,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.200000,1314.785750,0.000000,-513.965613,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.300000,1315.740922,0.000000,-513.611864,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.400000,1316.696094,0.000000,-513.258115,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.500000,1317.651266,0.000000,-512.904366,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.600000,1318.606437,0.000000,-512.550617,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.700000,1319.561609,0.000000,-512.196868,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.800000,1320.516781,0.000000,-511.843119,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138.900000,1321.471953,0.000000,-511.489370,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139.000000,1322.427125,0.000000,-511.135621,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139.100000,1323.382297,0.000000,-510.781872,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139.200000,1324.337469,0.000000,-510.428123,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139.300000,1325.292641,0.000000,-510.074375,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139.400000,1326.247813,0.000000,-509.720626,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139.500000,1327.202985,0.000000,-509.366877,0.000000,-0.029601,0.000000,0.000000,-0.029601,0.000000,9.652232,0.000000,3.253244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
